"id","word","frequency","score"
166,AGGRI,0,10.0
168,AGGRY,0,10.0
169,AGHAS,17,8.6
170,AGILA,3,9.6
173,AGIOS,13,8.8
174,AGISM,0,10.0
175,AGIST,0,10.0
177,AGLEE,1,10.0
179,AGLEY,8,9.1
180,AGLOO,0,10.0
182,AGLUS,1,10.0
183,AGMAS,0,10.0
184,AGOGE,6,9.2
185,AGONE,5,9.3
186,AGONS,0,10.0
191,AGRIA,3,9.6
192,AGRIN,6,9.2
193,AGUED,2,9.7
194,AGUES,6,9.2
195,AGUTI,0,10.0
197,AHEAP,0,10.0
198,AHENT,0,10.0
199,AHIGH,8,9.1
200,AHIND,0,10.0
201,AHING,6,9.2
202,AHINT,0,10.0
204,AHULL,1,10.0
205,AHURU,5,9.3
209,AIDOI,0,10.0
210,AIDOS,1,10.0
211,AIERY,0,10.0
212,AIGAS,0,10.0
217,AINGA,0,10.0
220,AIRER,0,10.0
221,AIRNS,0,10.0
222,AIRTH,0,10.0
223,AIRTS,0,10.0
226,AITUS,0,10.0
227,AIVER,0,10.0
228,AIZLE,0,10.0
229,AJIVA,0,10.0
230,AJUGA,2,9.7
231,AJWAN,0,10.0
232,AKEES,0,10.0
234,AKENE,0,10.0
237,AKKAS,0,10.0
238,ALAAP,0,10.0
242,ALANE,3,9.6
243,ALANG,8,9.1
245,ALANT,0,10.0
246,ALAPA,0,10.0
247,ALAPS,0,10.0
249,ALARY,0,10.0
250,ALATE,0,10.0
251,ALAYS,12,8.8
252,ALBAS,1,10.0
255,ALCID,0,10.0
256,ALCOS,2,9.7
259,ALDOL,5,9.3
261,ALECS,13,8.8
262,ALEFS,0,10.0
263,ALEFT,2,9.7
266,ALEWS,0,10.0
267,ALEYE,0,10.0
268,ALFAS,17,8.6
271,ALGAS,1,10.0
272,ALGID,17,8.6
273,ALGIN,8,9.1
274,ALGOR,2,9.7
275,ALGUM,10,8.9
279,ALIFS,0,10.0
283,ALIST,8,9.1
287,ALKOS,3,9.6
288,ALKYD,2,9.7
289,ALKYL,5,9.3
292,ALLEL,2,9.7
295,ALLOD,1,10.0
299,ALLYL,1,10.0
300,ALMAH,0,10.0
302,ALMEH,0,10.0
303,ALMES,0,10.0
304,ALMUD,3,9.6
305,ALMUG,0,10.0
306,ALODS,0,10.0
307,ALOED,0,10.0
308,ALOES,4,9.4
311,ALOIN,2,9.7
316,ALOWE,0,10.0
320,ALTHO,3,9.6
322,ALULA,4,9.4
324,ALURE,0,10.0
326,AMAHS,3,9.6
327,AMAIN,10,8.9
329,AMATE,7,9.1
330,AMAUT,0,10.0
332,AMBAN,1,10.0
334,AMBIT,15,8.7
337,AMBRY,0,10.0
338,AMEBA,7,9.1
341,AMENE,3,9.6
342,AMENS,10,8.9
344,AMIAS,0,10.0
345,AMICE,10,8.9
347,AMIDE,5,9.3
348,AMIDO,6,9.2
349,AMIDS,3,9.6
350,AMIES,13,8.8
355,AMINS,4,9.4
356,AMIRS,7,9.1
359,AMLAS,5,9.3
362,AMMOS,12,8.8
363,AMNIA,0,10.0
364,AMNIC,0,10.0
366,AMOKS,1,10.0
367,AMOLE,0,10.0
369,AMORT,2,9.7
371,AMOVE,2,9.7
372,AMOWT,0,10.0
376,AMPUL,2,9.7
380,AMYLS,2,9.7
384,ANCLE,6,9.2
385,ANCON,1,10.0
387,ANEAR,0,10.0
388,ANELE,0,10.0
389,ANENT,1,10.0
390,ANGAS,2,9.7
397,ANIGH,1,10.0
398,ANILE,0,10.0
399,ANILS,0,10.0
402,ANIMI,1,10.0
406,ANKHS,2,9.7
408,ANKUS,1,10.0
409,ANLAS,0,10.0
410,ANNAL,10,8.9
412,ANNAT,2,9.7
416,ANOAS,0,10.0
418,ANOLE,7,9.1
419,ANOMY,1,10.0
420,ANSAE,0,10.0
421,ANTAE,0,10.0
423,ANTAS,4,9.4
427,ANTIS,5,9.3
428,ANTRA,3,9.6
429,ANTRE,2,9.7
432,ANYON,18,8.6
435,APAGE,9,9.0
436,APAID,1,10.0
438,APAYD,0,10.0
439,APAYS,0,10.0
440,APEAK,0,10.0
441,APEEK,0,10.0
442,APERS,9,9.0
443,APERT,0,10.0
444,APERY,3,9.6
447,APHIS,6,9.2
448,APIAN,3,9.6
450,APIOL,0,10.0
452,APISM,1,10.0
454,APODE,0,10.0
455,APODS,2,9.7
456,APOOP,0,10.0
459,APPAY,1,10.0
464,APPUI,0,10.0
465,APPUY,0,10.0
468,APSES,3,9.6
469,APSIS,0,10.0
470,APSOS,5,9.3
471,APTED,2,9.7
472,APTER,8,9.1
474,AQUAE,4,9.4
475,AQUAS,5,9.3
476,ARABA,3,9.6
477,ARAKS,1,10.0
478,ARAME,5,9.3
479,ARARS,0,10.0
480,ARBAS,0,10.0
482,ARCED,15,8.7
483,ARCUS,14,8.7
484,ARDEB,0,10.0
486,ARDRI,0,10.0
487,AREAD,2,9.7
488,AREAE,0,10.0
490,AREAR,1,10.0
492,ARECA,17,8.6
493,AREDD,0,10.0
494,AREDE,0,10.0
495,AREFY,0,10.0
496,AREIC,0,10.0
498,ARENE,1,10.0
499,AREPA,2,9.7
500,ARERE,3,9.6
501,ARETE,8,9.1
502,ARETS,0,10.0
503,ARETT,0,10.0
504,ARGAL,13,8.8
506,ARGIL,0,10.0
507,ARGLE,1,10.0
508,ARGOL,0,10.0
510,ARGOT,16,8.7
513,ARHAT,14,8.7
516,ARIKI,16,8.7
517,ARILS,0,10.0
518,ARIOT,1,10.0
521,ARKED,1,10.0
522,ARLED,0,10.0
525,ARMER,7,9.1
526,ARMET,1,10.0
527,ARMIL,1,10.0
529,ARNAS,8,9.1
530,ARNUT,0,10.0
531,AROBA,0,10.0
532,AROHA,3,9.6
533,AROID,1,10.0
536,ARPAS,1,10.0
537,ARPEN,1,10.0
538,ARRAH,4,9.4
547,ARSIS,4,9.4
549,ARTAL,0,10.0
550,ARTEL,8,9.1
554,ARUHE,0,10.0
555,ARUMS,10,8.9
556,ARVAL,3,9.6
557,ARVOS,0,10.0
558,ARYLS,0,10.0
559,ASANA,18,8.6
561,ASCUS,0,10.0
562,ASDIC,13,8.8
563,ASHED,17,8.6
566,ASHET,7,9.1
571,ASKOI,0,10.0
572,ASKOS,0,10.0
574,ASPER,11,8.9
576,ASPIS,1,10.0
584,ASSOT,0,10.0
586,ASTIR,13,8.8
587,ASTUN,0,10.0
588,ASWAY,0,10.0
589,ASWIM,5,9.3
590,ASYLA,0,10.0
591,ATAPS,0,10.0
592,ATAXY,1,10.0
593,ATIGI,0,10.0
594,ATILT,0,10.0
595,ATIMY,0,10.0
597,ATMAN,13,8.8
598,ATMAS,0,10.0
599,ATOCS,0,10.0
600,ATOKE,0,10.0
601,ATOKS,0,10.0
604,ATOMY,0,10.0
606,ATONY,8,9.1
607,ATOPY,2,9.7
609,ATRIP,9,9.0
610,ATTAP,0,10.0
613,ATUAS,0,10.0
614,AUDAD,0,10.0
620,AULAS,1,10.0
621,AULIC,1,10.0
622,AULOI,0,10.0
623,AULOS,2,9.7
624,AUMIL,0,10.0
625,AUNES,0,10.0
628,AURAE,0,10.0
630,AURAR,2,9.7
632,AUREI,1,10.0
635,AURIS,0,10.0
636,AURUM,19,8.5
638,AUXIN,0,10.0
640,AVALE,0,10.0
643,AVELS,0,10.0
644,AVENS,1,10.0
645,AVERS,7,9.1
647,AVGAS,6,9.2
649,AVINE,0,10.0
651,AVISE,2,9.7
652,AVISO,1,10.0
653,AVIZE,1,10.0
655,AVOWS,3,9.6
656,AVYZE,0,10.0
661,AWARN,0,10.0
663,AWATO,0,10.0
664,AWAVE,10,8.9
666,AWDLS,0,10.0
667,AWEEL,0,10.0
668,AWETO,0,10.0
670,AWING,7,9.1
671,AWMRY,0,10.0
672,AWNED,1,10.0
673,AWNER,0,10.0
675,AWOLS,5,9.3
676,AWORK,3,9.6
677,AXELS,13,8.8
679,AXILE,3,9.6
680,AXILS,0,10.0
684,AXITE,0,10.0
685,AXLED,0,10.0
688,AXMEN,6,9.2
689,AXOID,0,10.0
690,AXONE,0,10.0
692,AYAHS,2,9.7
693,AYELP,0,10.0
694,AYGRE,0,10.0
695,AYINS,0,10.0
696,AYONT,2,9.7
698,AYRIE,0,10.0
699,AZANS,0,10.0
700,AZIDE,18,8.6
701,AZIDO,1,10.0
702,AZINE,0,10.0
703,AZLON,0,10.0
704,AZOIC,0,10.0
705,AZOLE,0,10.0
706,AZONS,0,10.0
707,AZOTE,2,9.7
711,AZURN,0,10.0
712,AZURY,0,10.0
713,AZYGY,0,10.0
714,AZYME,0,10.0
715,AZYMS,0,10.0
716,BAAED,1,10.0
717,BAALS,12,8.8
723,BABUL,12,8.8
724,BABUS,6,9.2
725,BACCA,11,8.9
729,BACHS,11,8.9
735,BAELS,0,10.0
736,BAFFS,0,10.0
737,BAFFY,10,8.9
738,BAFTS,0,10.0
741,BAGHS,0,10.0
742,BAGIE,1,10.0
744,BAHUT,17,8.6
747,BAITH,5,9.3
749,BAIZA,0,10.0
751,BAJAN,5,9.3
752,BAJRA,5,9.3
753,BAJRI,0,10.0
754,BAJUS,0,10.0
756,BAKEN,0,10.0
759,BAKRA,15,8.7
760,BALAS,3,9.6
761,BALDS,1,10.0
767,BALKY,10,8.9
775,BALUN,2,9.7
776,BALUS,1,10.0
778,BANAK,0,10.0
781,BANCS,1,10.0
786,BANED,0,10.0
795,BANTY,18,8.6
796,BAPUS,0,10.0
801,BARDE,1,10.0
804,BARDY,5,9.3
806,BARER,2,9.7
810,BARIC,8,9.1
813,BARMS,3,9.6
816,BARNY,18,8.6
818,BARPS,0,10.0
821,BARRO,8,9.1
823,BARYE,2,9.7
825,BASAN,1,10.0
835,BASON,6,9.2
839,BASSY,12,8.8
843,BASTO,7,9.1
844,BASTS,5,9.3
854,BATTU,10,8.9
856,BAUDS,0,10.0
857,BAUKS,0,10.0
858,BAULK,13,8.8
859,BAURS,0,10.0
860,BAVIN,3,9.6
864,BAWNS,0,10.0
865,BAWRS,0,10.0
866,BAWTY,0,10.0
867,BAYED,9,9.0
871,BAYTS,0,10.0
880,BEAMY,2,9.7
885,BEARE,1,10.0
888,BEATH,5,9.3
895,BECAP,0,10.0
896,BECKE,3,9.6
898,BEDAD,2,9.7
899,BEDEL,6,9.2
900,BEDES,3,9.6
901,BEDEW,7,9.1
902,BEDIM,4,9.4
903,BEDYE,0,10.0
913,BEFOG,2,9.7
914,BEGAD,10,8.9
916,BEGAR,0,10.0
918,BEGEM,0,10.0
925,BEIGY,1,10.0
928,BELAH,1,10.0
929,BELAR,15,8.7
932,BELEE,3,9.6
933,BELGA,4,9.4
938,BELON,19,8.5
941,BEMAD,0,10.0
942,BEMAS,0,10.0
943,BEMIX,0,10.0
944,BEMUD,0,10.0
950,BENIS,0,10.0
951,BENNE,3,9.6
955,BENTS,7,9.1
956,BENTY,0,10.0
957,BEPAT,0,10.0
958,BERAY,0,10.0
959,BERES,6,9.2
962,BERKO,17,8.6
964,BERME,0,10.0
965,BERMS,7,9.1
966,BEROB,0,10.0
970,BESAT,0,10.0
971,BESAW,0,10.0
972,BESEE,0,10.0
973,BESES,1,10.0
975,BESIT,0,10.0
976,BESOM,12,8.8
977,BESOT,2,9.7
978,BESTI,3,9.6
981,BETED,0,10.0
983,BETES,3,9.6
984,BETHS,1,10.0
985,BETID,5,9.3
986,BETON,12,8.8
990,BEVER,12,8.8
991,BEVOR,6,9.2
992,BEVUE,0,10.0
994,BEWET,0,10.0
995,BEWIG,0,10.0
997,BEZES,0,10.0
998,BEZIL,0,10.0
1000,BHANG,19,8.5
1001,BHELS,0,10.0
1002,BHOOT,13,8.8
1003,BHUNA,13,8.8
1004,BHUTS,0,10.0
1005,BIALI,0,10.0
1007,BIBBS,13,8.8
1009,BICCY,11,8.9
1011,BICES,0,10.0
1014,BIDER,0,10.0
1017,BIDIS,14,8.7
1018,BIDON,9,9.0
1019,BIELD,3,9.6
1020,BIERS,16,8.7
1022,BIFFS,6,9.2
1024,BIFID,0,10.0
1025,BIGAE,0,10.0
1028,BIGHA,0,10.0
1030,BIGLY,7,9.1
1040,BILED,1,10.0
1043,BILGY,7,9.1
1044,BILKS,2,9.7
1047,BIMAH,5,9.3
1048,BIMAS,0,10.0
1050,BINAL,2,9.7
1053,BINER,4,9.4
1054,BINES,4,9.4
1058,BINGY,13,8.8
1059,BINIT,0,10.0
1061,BINTS,13,8.8
1062,BIOGS,0,10.0
1063,BIOME,2,9.7
1064,BIONT,0,10.0
1065,BIOTA,1,10.0
1067,BIPOD,7,9.1
1070,BIRKS,13,8.8
1071,BIRLE,0,10.0
1072,BIRLS,1,10.0
1073,BIROS,16,8.7
1074,BIRRS,10,8.9
1075,BIRSE,5,9.3
1076,BIRSY,0,10.0
1078,BISES,0,10.0
1079,BISKS,0,10.0
1084,BITOS,0,10.0
1085,BITOU,11,8.9
1090,BIVIA,0,10.0
1091,BIVVY,10,8.9
1092,BIZES,0,10.0
1093,BIZZO,6,9.2
1098,BLADS,0,10.0
1099,BLADY,13,8.8
1100,BLAER,1,10.0
1101,BLAES,2,9.7
1102,BLAFF,0,10.0
1103,BLAGS,5,9.3
1107,BLAMS,8,9.1
1113,BLASH,0,10.0
1115,BLATE,8,9.1
1116,BLATS,4,9.4
1118,BLAUD,1,10.0
1119,BLAWN,0,10.0
1120,BLAWS,0,10.0
1121,BLAYS,1,10.0
1124,BLEAR,1,10.0
1126,BLEBS,2,9.7
1129,BLEES,2,9.7
1132,BLERT,4,9.4
1135,BLETS,0,10.0
1136,BLEYS,0,10.0
1138,BLIMY,3,9.6
1143,BLINS,2,9.7
1144,BLINY,3,9.6
1147,BLIST,0,10.0
1148,BLITE,3,9.6
1150,BLIVE,1,10.0
1166,BLUBS,13,8.8
1167,BLUDE,2,9.7
1168,BLUDY,0,10.0
1169,BLUED,5,9.3
1172,BLUET,1,10.0
1175,BLUID,0,10.0
1177,BLUNK,2,9.7
1183,BLYPE,0,10.0
1184,BOABS,0,10.0
1185,BOAKS,0,10.0
1188,BOART,1,10.0
1191,BOBAC,0,10.0
1192,BOBAK,10,8.9
1193,BOBAS,9,9.0
1195,BOBOL,0,10.0
1198,BOCCI,17,8.6
1200,BOCKS,13,8.8
1201,BODED,10,8.9
1204,BODLE,11,8.9
1205,BOEPS,0,10.0
1206,BOETS,0,10.0
1209,BOFFS,2,9.7
1216,BOHEA,0,10.0
1217,BOHOS,2,9.7
1222,BOKED,0,10.0
1223,BOKES,1,10.0
1224,BOKOS,2,9.7
1227,BOLDS,3,9.6
1230,BOLLS,15,8.7
1234,BOMAS,6,9.2
1246,BONIE,2,9.7
1251,BONZA,13,8.8
1255,BOODY,3,9.6
1257,BOOFY,2,9.7
1258,BOOGY,11,8.9
1259,BOOHS,0,10.0
1262,BOOLS,1,10.0
1264,BOOMY,10,8.9
1267,BOORD,0,10.0
1269,BOOSE,7,9.1
1276,BORAK,17,8.6
1277,BORAL,6,9.2
1281,BORDS,3,9.6
1283,BOREE,0,10.0
1289,BORKS,4,9.4
1290,BORMS,3,9.6
1294,BORTS,4,9.4
1295,BORTY,0,10.0
1296,BORTZ,6,9.2
1297,BOSKS,1,10.0
1298,BOSKY,12,8.8
1303,BOTAS,6,9.2
1305,BOTEL,3,9.6
1307,BOTTE,4,9.4
1312,BOUKS,0,10.0
1316,BOUNS,3,9.6
1317,BOURD,0,10.0
1320,BOUSE,7,9.1
1321,BOUSY,1,10.0
1323,BOVID,2,9.7
1324,BOWAT,0,10.0
1329,BOWET,0,10.0
1332,BOWNE,0,10.0
1333,BOWRS,0,10.0
1334,BOWSE,0,10.0
1336,BOXEN,15,8.7
1340,BOYAU,0,10.0
1341,BOYED,3,9.6
1342,BOYFS,0,10.0
1343,BOYGS,0,10.0
1344,BOYLA,0,10.0
1346,BOYSY,6,9.2
1352,BRACT,0,10.0
1357,BRAIL,2,9.7
1360,BRAKS,19,8.5
1361,BRAKY,0,10.0
1364,BRANK,8,9.1
1365,BRANS,2,9.7
1369,BRAST,2,9.7
1377,BRAWS,0,10.0
1378,BRAXY,0,10.0
1380,BRAZA,1,10.0
1381,BRAZE,7,9.1
1385,BREDE,13,8.8
1386,BREDS,0,10.0
1389,BREER,1,10.0
1391,BREID,0,10.0
1392,BREIS,0,10.0
1393,BREME,0,10.0
1394,BRENS,5,9.3
1396,BRERE,0,10.0
1397,BRERS,0,10.0
1400,BREYS,6,9.2
1407,BRIES,4,9.4
1409,BRIKS,5,9.3
1415,BRINS,4,9.4
1417,BRIOS,0,10.0
1421,BRITH,9,9.0
1428,BRODS,4,9.4
1429,BROGH,0,10.0
1430,BROGS,0,10.0
1433,BROME,7,9.1
1436,BROND,1,10.0
1439,BROOL,0,10.0
1441,BROOS,3,9.6
1442,BROSE,14,8.7
1443,BROSY,0,10.0
1447,BRUGH,2,9.7
1451,BRUME,0,10.0
1455,BRUSK,3,9.6
1456,BRUST,9,9.0
1458,BRUTS,1,10.0
1459,BUATS,0,10.0
1460,BUAZE,0,10.0
1461,BUBAL,0,10.0
1462,BUBAS,2,9.7
1465,BUBUS,0,10.0
1466,BUCHU,1,10.0
1469,BUCKU,0,10.0
1470,BUDAS,1,10.0
1473,BUDIS,0,10.0
1474,BUDOS,0,10.0
1476,BUFFE,2,9.7
1477,BUFFI,13,8.8
1481,BUFOS,3,9.6
1484,BUHLS,0,10.0
1485,BUHRS,0,10.0
1486,BUIKS,0,10.0
1489,BUIST,2,9.7
1490,BUKES,15,8.7
1494,BULKS,18,8.6
1499,BULSE,0,10.0
1500,BUMBO,3,9.6
1501,BUMFS,0,10.0
1502,BUMPH,14,8.7
1505,BUNAS,0,10.0
1509,BUNDE,2,9.7
1510,BUNDH,0,10.0
1513,BUNDU,2,9.7
1516,BUNGY,17,8.6
1517,BUNIA,1,10.0
1518,BUNJE,0,10.0
1519,BUNJY,1,10.0
1522,BUNNS,2,9.7
1526,BUNYA,3,9.6
1528,BUPPY,7,9.1
1529,BURAN,18,8.6
1530,BURAS,3,9.6
1532,BURDS,0,10.0
1533,BURET,0,10.0
1536,BURIN,13,8.8
1544,BUROO,0,10.0
1551,BURSE,2,9.7
1557,BUSKS,1,10.0
1558,BUSKY,3,9.6
1559,BUSSU,0,10.0
1560,BUSTI,0,10.0
1564,BUTEO,13,8.8
1565,BUTES,9,9.0
1566,BUTLE,6,9.2
1571,BUTYL,15,8.7
1576,BWAZI,0,10.0
1577,BYDED,0,10.0
1578,BYDES,0,10.0
1579,BYKED,0,10.0
1580,BYKES,0,10.0
1582,BYRES,7,9.1
1583,BYRLS,0,10.0
1584,BYSSI,1,10.0
1587,CAAED,0,10.0
1589,CABAS,0,10.0
1594,CABOB,1,10.0
1595,CABOC,0,10.0
1596,CABRE,2,9.7
1598,CACAS,2,9.7
1600,CACKY,3,9.6
1603,CADEE,0,10.0
1604,CADES,8,9.1
1607,CADGY,0,10.0
1609,CADIS,3,9.6
1611,CAECA,2,9.7
1612,CAESE,0,10.0
1614,CAFFS,7,9.1
1619,CAGOT,0,10.0
1620,CAHOW,0,10.0
1621,CAIDS,4,9.4
1630,CALFS,17,8.6
1631,CALID,3,9.6
1633,CALIX,5,9.3
1634,CALKS,0,10.0
1638,CALMY,8,9.1
1639,CALOS,1,10.0
1640,CALPA,2,9.7
1641,CALPS,0,10.0
1644,CAMAN,10,8.9
1645,CAMAS,4,9.4
1649,CAMIS,3,9.6
1650,CAMOS,14,8.7
1659,CANEH,0,10.0
1662,CANGS,0,10.0
1663,CANID,9,9.0
1665,CANNS,1,10.0
1669,CANSO,2,9.7
1672,CANTS,4,9.4
1674,CAPAS,0,10.0
1678,CAPHS,0,10.0
1679,CAPIZ,1,10.0
1680,CAPLE,3,9.6
1683,CAPOT,6,9.2
1684,CAPUL,1,10.0
1686,CARAP,0,10.0
1697,CARET,17,8.6
1698,CAREX,8,9.1
1700,CARKS,3,9.6
1701,CARLE,12,8.8
1703,CARNS,0,10.0
1708,CARPI,17,8.6
1710,CARRS,4,9.4
1717,CARVY,0,10.0
1723,CASKY,0,10.0
1726,CASUS,16,8.7
1731,CAUDA,17,8.6
1732,CAUKS,0,10.0
1733,CAULD,7,9.1
1735,CAULS,0,10.0
1736,CAUMS,0,10.0
1737,CAUPS,0,10.0
1740,CAVAS,1,10.0
1742,CAVEL,2,9.7
1745,CAVIE,0,10.0
1747,CAWED,4,9.4
1748,CAWKS,0,10.0
1749,CAXON,0,10.0
1751,CEAZE,0,10.0
1752,CEBID,0,10.0
1753,CECAL,3,9.6
1757,CEDER,4,9.4
1759,CEDIS,1,10.0
1760,CEIBA,12,8.8
1761,CEILI,3,9.6
1762,CEILS,9,9.0
1765,CELLI,11,8.9
1768,CELOM,0,10.0
1770,CENSE,3,9.6
1771,CENTO,18,8.6
1773,CENTU,1,10.0
1774,CEORL,0,10.0
1775,CEPES,6,9.2
1776,CERCI,3,9.6
1777,CERED,1,10.0
1779,CERGE,0,10.0
1780,CERIA,0,10.0
1781,CERIC,0,10.0
1782,CERNE,1,10.0
1783,CEROS,3,9.6
1785,CESSE,2,9.7
1786,CESTA,4,9.4
1787,CESTI,4,9.4
1788,CETES,2,9.7
1789,CETYL,1,10.0
1790,CHACE,19,8.5
1791,CHACK,7,9.1
1793,CHADO,0,10.0
1797,CHAFT,0,10.0
1800,CHAIS,9,9.0
1802,CHALS,0,10.0
1804,CHAMS,2,9.7
1806,CHANK,0,10.0
1809,CHAPE,15,8.7
1811,CHAPT,1,10.0
1814,CHARE,10,8.9
1815,CHARK,1,10.0
1817,CHARR,4,9.4
1818,CHARS,16,8.7
1820,CHARY,5,9.3
1824,CHAVE,7,9.1
1826,CHAWK,14,8.7
1827,CHAWS,3,9.6
1829,CHAYS,0,10.0
1839,CHELP,0,10.0
1842,CHERT,8,9.1
1845,CHETH,3,9.6
1850,CHIAS,0,10.0
1853,CHICH,5,9.3
1859,CHIEL,8,9.1
1860,CHIKS,2,9.7
1865,CHIMB,1,10.0
1875,CHIRK,4,9.4
1876,CHIRL,0,10.0
1877,CHIRM,1,10.0
1880,CHIRR,10,8.9
1881,CHIRT,0,10.0
1885,CHIVS,0,10.0
1886,CHIVY,1,10.0
1887,CHIZZ,5,9.3
1892,CHOGS,0,10.0
1898,CHOLI,14,8.7
1901,CHONS,0,10.0
1902,CHOOF,9,9.0
1904,CHOOM,14,8.7
1910,CHOTT,0,10.0
1917,CHUFA,1,10.0
1925,CHURR,1,10.0
1926,CHUSE,1,10.0
1928,CHYLE,1,10.0
1929,CHYME,6,9.2
1930,CHYND,0,10.0
1931,CIAOS,4,9.4
1932,CIBOL,0,10.0
1933,CIDED,4,9.4
1935,CIDES,10,8.9
1936,CIELS,0,10.0
1940,CILLS,1,10.0
1941,CIMAR,0,10.0
1942,CIMEX,7,9.1
1944,CINCT,0,10.0
1945,CINES,1,10.0
1946,CIONS,1,10.0
1947,CIPPI,0,10.0
1950,CIRES,1,10.0
1951,CIRLS,4,9.4
1952,CIRRI,0,10.0
1955,CISTS,0,10.0
1956,CITAL,0,10.0
1958,CITER,1,10.0
1960,CIVES,1,10.0
1963,CIVIE,8,9.1
1966,CLACH,0,10.0
1969,CLADS,1,10.0
1971,CLAGS,0,10.0
1973,CLAME,2,9.7
1980,CLAPT,0,10.0
1982,CLART,3,9.6
1987,CLAST,6,9.2
1988,CLATS,0,10.0
1989,CLAUT,0,10.0
1991,CLAVI,1,10.0
1997,CLECK,1,10.0
1998,CLEEK,7,9.1
1999,CLEEP,0,10.0
2000,CLEFS,7,9.1
2002,CLEGS,0,10.0
2003,CLEIK,0,10.0
2004,CLEMS,3,9.6
2005,CLEPE,3,9.6
2006,CLEPT,7,9.1
2011,CLIED,2,9.7
2012,CLIES,0,10.0
2021,CLIPE,0,10.0
2023,CLIPT,0,10.0
2025,CLOAM,1,10.0
2028,CLOFF,0,10.0
2030,CLOKE,4,9.4
2031,CLOMB,0,10.0
2035,CLONS,0,10.0
2036,CLOOP,0,10.0
2037,CLOOT,1,10.0
2038,CLOPS,16,8.7
2040,CLOTE,2,9.7
2044,CLOUR,1,10.0
2045,CLOUS,4,9.4
2049,CLOWS,2,9.7
2050,CLOYE,0,10.0
2051,CLOYS,1,10.0
2052,CLOZE,0,10.0
2060,CLYPE,0,10.0
2061,CNIDA,0,10.0
2063,COACT,0,10.0
2064,COALA,2,9.7
2066,COALY,7,9.1
2067,COAPT,3,9.6
2068,COARB,0,10.0
2070,COATE,2,9.7
2075,COBIA,3,9.6
2078,COBZA,0,10.0
2079,COCAS,3,9.6
2080,COCCI,15,8.7
2081,COCCO,8,9.1
2086,CODAS,1,10.0
2089,CODEN,13,8.8
2093,CODON,14,8.7
2095,COFFS,3,9.6
2096,COGIE,0,10.0
2097,COGON,1,10.0
2098,COGUE,0,10.0
2099,COHAB,3,9.6
2100,COHOE,0,10.0
2101,COHOG,0,10.0
2102,COHOS,6,9.2
2103,COIFS,11,8.9
2104,COIGN,5,9.3
2107,COIRS,0,10.0
2108,COITS,2,9.7
2114,COLED,0,10.0
2119,COLLS,0,10.0
2121,COLOG,1,10.0
2125,COLZA,4,9.4
2126,COMAE,0,10.0
2127,COMAL,1,10.0
2133,COMBY,0,10.0
2139,COMIX,7,9.1
2146,COMPT,5,9.3
2148,COMUS,18,8.6
